"Date","Price","Open","High","Low","Vol.","Change %"
"09/07/2021","426.230","425.400","426.840","425.250","15.78K","0.24%"
"09/06/2021","425.230","425.455","426.870","424.610","17.08K","0.03%"
"09/03/2021","425.090","425.555","425.950","424.765","16.88K","0.05%"
"09/02/2021","424.890","426.355","426.855","424.840","16.36K","-0.24%"
"09/01/2021","425.900","426.255","426.925","425.840","14.96K","-0.03%"
"08/31/2021","426.030","427.300","427.300","425.700","15.30K","-0.27%"
"08/27/2021","427.180","426.650","427.850","426.450","17.24K","0.15%"
"08/26/2021","426.530","426.000","427.200","425.500","16.70K","0.15%"
"08/25/2021","425.880","424.600","426.540","424.200","16.80K","0.41%"
"08/24/2021","424.140","425.400","425.540","423.910","15.72K","-0.27%"
"08/23/2021","425.280","427.500","427.700","425.085","16.56K","-0.49%"
"08/20/2021","427.380","427.000","428.150","426.750","16.55K","0.12%"
"08/19/2021","426.880","425.800","427.350","425.800","15.78K","0.28%"
"08/18/2021","425.680","426.255","426.420","424.985","16.37K","0.16%"
"08/17/2021","424.980","425.350","426.015","424.785","15.66K","-0.06%"
"08/16/2021","425.230","425.455","426.700","424.610","16.12K","0.14%"
"08/13/2021","424.630","424.750","425.840","424.435","16.09K","0.00%"
"08/12/2021","424.630","426.100","426.100","424.350","16.54K","-0.26%"
"08/11/2021","425.730","425.755","426.540","425.385","16.53K","0.00%"
"08/10/2021","425.730","426.700","427.000","425.585","16.98K","-0.20%"
"08/09/2021","426.580","424.805","427.240","424.605","16.44K","0.50%"
"08/06/2021","424.440","425.705","426.000","424.165","16.68K","-0.21%"
"08/05/2021","425.340","424.350","426.100","424.100","16.84K","0.32%"
"08/04/2021","423.980","424.500","424.765","423.510","14.56K","-0.04%"
"08/03/2021","424.130","424.755","425.045","423.560","14.84K","-0.06%"
"08/02/2021","424.380","425.545","426.045","424.255","15.75K","-0.19%"
"07/30/2021","425.180","425.595","426.065","424.930","16.04K","-0.01%"
"07/29/2021","425.230","425.495","426.090","424.805","16.83K","-0.04%"
"07/28/2021","425.380","425.445","426.375","425.055","15.78K","0.07%"
"07/27/2021","425.080","425.995","426.265","424.195","17.43K","-0.19%"
"07/26/2021","425.880","426.145","426.790","424.995","17.41K","0.02%"
"07/23/2021","425.780","426.295","426.590","424.845","16.89K","-0.04%"
"07/22/2021","425.930","427.255","428.020","425.705","15.44K","-0.35%"
"07/21/2021","427.430","428.255","429.545","427.105","16.43K","-0.16%"
"07/19/2021","428.130","427.005","428.840","426.745","16.28K","0.35%"
"07/16/2021","426.640","427.455","427.745","425.945","15.84K","0.19%"
"07/15/2021","425.830","427.255","427.255","425.655","15.52K","-0.19%"
"07/14/2021","426.630","426.755","427.745","425.545","16.56K","-0.18%"
"07/13/2021","427.380","429.045","429.045","426.645","17.53K","-0.30%"
"07/12/2021","428.680","427.755","429.465","427.755","16.43K","0.00%"
"07/09/2021","428.680","430.895","430.895","428.430","15.83K","-0.49%"
"07/08/2021","430.780","428.445","431.340","428.195","16.59K","0.63%"
"07/07/2021","428.080","426.395","429.115","426.345","15.93K","0.39%"
"07/03/2021","426.405","426.405","426.405","426.405","","-0.01%"
"07/02/2021","426.440","427.195","427.495","426.595","16.84K","-0.15%"
"07/01/2021","427.080","426.755","428.065","426.095","17.08K","0.00%"
"06/30/2021","427.080","429.295","429.295","426.305","16.98K","-0.48%"
"06/29/2021","429.130","426.695","429.295","426.595","16.15K","0.61%"
"06/28/2021","426.530","425.955","427.005","425.645","15.68K","-0.05%"
"06/25/2021","426.730","428.055","428.370","426.445","15.76K","-0.25%"
"06/24/2021","427.780","426.855","428.945","426.445","14.73K","0.04%"
"06/23/2021","427.630","426.755","428.370","426.695","13.76K","0.09%"
"06/22/2021","427.230","426.955","428.045","426.145","15.63K","-0.11%"
"06/21/2021","427.680","427.655","428.945","427.245","16.02K","-0.01%"
"06/18/2021","427.730","427.755","428.790","427.330","15.10K","0.04%"
"06/17/2021","427.580","426.595","428.515","426.420","16.14K","0.32%"
"06/16/2021","426.230","426.655","427.215","425.780","15.87K","-0.14%"
"06/15/2021","426.830","427.495","427.895","426.530","15.56K","-0.07%"
"06/14/2021","427.130","426.255","427.990","426.255","15.65K","0.08%"
"06/11/2021","426.780","427.495","427.665","426.480","17.31K","-0.08%"
"06/10/2021","427.130","427.255","428.190","426.880","16.32K","0.07%"
"06/09/2021","426.830","426.755","427.840","426.330","16.56K","-0.09%"
"06/08/2021","427.230","427.295","428.250","426.855","16.26K","0.07%"
"06/07/2021","426.930","427.595","427.765","426.530","17.12K","-0.07%"
"06/04/2021","427.230","428.255","428.545","427.420","15.56K","-0.09%"
"06/03/2021","427.630","427.755","428.705","427.185","15.93K","-0.17%"
"06/02/2021","428.340","427.955","429.205","426.955","16.06K","0.18%"
"06/01/2021","427.590","427.755","428.450","427.265","16.35K","-0.08%"
"05/31/2021","427.940","428.855","429.155","426.955","15.53K","-0.06%"
"05/28/2021","428.190","427.755","429.200","427.455","16.07K","-0.15%"
"05/27/2021","428.840","427.905","429.525","427.455","16.24K","0.28%"
"05/26/2021","427.640","427.255","428.525","426.855","14.30K","0.07%"
"05/25/2021","427.340","427.255","428.150","426.405","17.04K","-0.06%"
"05/24/2021","427.590","427.755","428.655","427.455","16.11K","-0.19%"
"05/21/2021","428.390","429.755","429.755","428.555","16.53K","-0.05%"
"05/20/2021","428.590","428.305","429.805","428.230","16.74K","0.13%"
"05/19/2021","428.040","426.255","428.380","426.255","16.76K","0.35%"
"05/18/2021","426.540","427.705","427.705","425.855","15.49K","-0.21%"
"05/17/2021","427.440","427.255","428.355","427.255","15.93K","-0.15%"
"05/14/2021","428.090","428.355","429.855","427.955","14.25K","0.00%"
"05/13/2021","428.090","426.605","428.955","426.605","15.94K","0.39%"
"05/12/2021","426.440","426.255","427.105","425.955","15.60K","-0.12%"
"05/11/2021","426.940","425.930","427.755","425.955","19.50K","0.12%"
"05/06/2021","426.440","427.455","427.650","426.140","16.78K","-0.01%"
"05/05/2021","426.490","428.405","428.405","426.190","16.79K","-0.41%"
"05/04/2021","428.240","430.105","430.105","427.940","17.02K","-0.40%"
"04/30/2021","429.940","428.105","430.525","427.955","16.38K","0.47%"
"04/29/2021","427.940","429.155","429.175","427.490","17.93K","-0.24%"
"04/28/2021","428.990","429.555","429.925","428.690","17.12K","-0.09%"
"04/27/2021","429.390","430.305","430.400","429.115","17.69K","-0.17%"
"04/26/2021","430.140","430.405","430.825","429.555","14.15K","-0.02%"
"04/23/2021","430.240","431.855","431.855","429.890","17.76K","-0.34%"
"04/22/2021","431.690","432.055","432.605","431.855","18.97K","-0.05%"
"04/21/2021","431.890","430.555","432.755","430.555","17.30K","0.35%"
"04/20/2021","430.390","430.755","431.125","429.705","17.07K","-0.05%"
"04/19/2021","430.590","430.355","431.450","430.090","18.00K","0.12%"
"04/16/2021","430.090","431.955","431.955","429.640","15.59K","-0.39%"
"04/15/2021","431.790","430.955","432.525","429.755","15.81K","0.23%"
"04/14/2021","430.790","433.855","433.855","430.140","16.51K","-0.67%"
"04/13/2021","433.690","433.355","434.325","433.190","26.93K","0.12%"
"04/12/2021","433.190","433.355","434.100","432.940","15.46K","0.00%"
"04/09/2021","433.190","433.755","434.000","432.740","14.00K","-0.09%"
"04/08/2021","433.590","432.255","434.215","432.255","32.16K","0.35%"
"04/07/2021","432.090","430.255","434.050","430.255","29.57K","0.47%"
"04/06/2021","430.090","428.105","430.350","427.955","31.18K","0.49%"
"04/05/2021","427.990","427.155","428.575","427.155","15.47K","0.23%"
"04/02/2021","426.990","427.405","427.750","426.615","15.61K","-0.06%"
"04/01/2021","427.240","425.705","428.025","425.705","15.93K","0.40%"
"03/31/2021","425.540","425.055","426.150","424.875","15.47K","0.15%"
"03/30/2021","424.890","424.405","425.525","424.105","14.48K","0.19%"
"03/29/2021","424.090","424.455","424.875","423.455","15.23K","-0.05%"
"03/26/2021","424.290","424.305","425.075","423.790","20.80K","0.04%"
"03/25/2021","424.140","421.000","424.975","421.000","14.39K","0.79%"
"03/19/2021","420.830","419.300","422.055","419.300","15.21K","0.41%"
"03/18/2021","419.130","419.500","419.790","418.585","15.48K","-0.05%"
"03/17/2021","419.330","418.950","420.015","418.050","16.67K","0.13%"
"03/16/2021","418.780","419.150","419.730","418.325","17.35K","-0.01%"
"03/15/2021","418.830","419.110","419.665","418.535","16.42K","-0.03%"
"03/12/2021","418.940","419.520","419.520","418.440","16.30K","-0.08%"
"03/11/2021","419.280","420.140","420.210","418.835","16.13K","-0.16%"
"03/10/2021","419.970","419.690","420.930","419.500","17.25K","0.11%"
"03/09/2021","419.520","419.990","420.380","419.250","15.70K","-0.07%"
"03/05/2021","419.820","420.240","420.605","419.450","16.78K","-0.06%"
"03/04/2021","420.070","419.690","420.980","419.540","16.64K","0.13%"
"03/03/2021","419.520","419.940","420.590","419.200","17.11K","-0.06%"
"03/02/2021","419.770","418.390","421.290","418.390","16.61K","0.37%"
"03/01/2021","418.220","417.940","418.880","417.440","15.87K","0.11%"
"02/26/2021","417.770","415.185","418.355","415.185","17.46K","0.66%"
"02/25/2021","415.020","415.435","415.780","414.395","15.68K","-0.06%"
"02/24/2021","415.270","414.935","416.230","414.845","15.66K","0.12%"
"02/23/2021","414.770","416.890","416.890","414.395","15.85K","-0.47%"
"02/22/2021","416.720","417.440","417.440","415.890","15.62K","-0.13%"
"02/19/2021","417.270","416.490","418.690","416.490","16.83K","0.23%"
"02/18/2021","416.320","416.840","416.840","415.890","15.42K","-0.08%"
"02/17/2021","416.670","416.940","417.355","416.375","16.35K","-0.02%"
"02/16/2021","416.770","417.090","417.090","416.540","17.33K","-0.04%"
"02/15/2021","416.920","419.090","419.090","416.640","16.69K","-0.48%"
"02/12/2021","418.920","418.340","419.640","417.440","17.07K","0.18%"
"02/11/2021","418.170","417.740","418.805","417.440","17.56K","0.14%"
"02/10/2021","417.570","418.540","418.555","417.075","15.45K","-0.19%"
"02/09/2021","418.370","418.790","419.005","417.390","17.46K","-0.06%"
"02/08/2021","418.620","420.490","420.490","418.225","16.03K","-0.40%"
"02/05/2021","420.320","422.090","422.090","419.840","16.39K","-0.38%"
"02/04/2021","421.920","423.440","423.440","421.540","15.78K","-0.32%"
"02/03/2021","423.270","423.440","423.840","423.240","15.91K","0.00%"
"02/02/2021","423.270","424.440","424.440","423.440","16.70K","-0.24%"
"02/01/2021","424.270","423.440","425.230","423.440","15.69K","0.12%"
"01/29/2021","423.770","424.140","425.140","423.940","16.27K","-0.05%"
"01/28/2021","423.970","422.290","424.790","422.290","14.01K","0.44%"
"01/27/2021","422.120","422.340","422.640","421.840","15.93K","-0.01%"
"01/26/2021","422.170","420.890","422.990","420.890","16.21K","0.34%"
"01/25/2021","420.720","420.740","421.090","420.490","15.24K","0.04%"
"01/22/2021","420.570","418.640","420.740","418.640","17.19K","0.43%"
"01/21/2021","418.770","418.990","419.190","418.290","16.95K","-0.01%"
"01/20/2021","418.820","419.940","420.210","418.175","16.02K","-0.23%"
"01/19/2021","419.770","420.790","420.940","419.840","16.16K","-0.20%"
"01/18/2021","420.620","419.290","421.255","419.290","16.61K","0.36%"
"01/15/2021","419.120","419.840","419.940","419.190","16.10K","-0.13%"
"01/14/2021","419.670","419.090","420.390","419.090","15.74K","0.18%"
"01/13/2021","418.920","419.940","419.940","418.600","16.13K","-0.20%"
"01/12/2021","419.770","419.790","420.830","419.550","16.09K","0.04%"
"01/11/2021","419.620","419.240","419.990","419.240","16.19K","0.13%"
"01/08/2021","419.070","419.190","420.290","418.240","13.22K","0.01%"
"01/06/2021","419.020","421.540","421.540","418.575","15.85K","-0.56%"
"01/05/2021","421.370","421.440","422.255","420.925","15.28K","0.03%"
"01/04/2021","421.249","423.529","423.529","421.249","","-0.54%"
"01/01/2021","423.529","423.529","423.529","423.529","","0.54%"
"12/31/2020","421.270","421.540","421.930","420.925","15.47K","-0.02%"
"12/30/2020","421.370","420.840","422.130","420.440","16.82K","0.17%"
"12/29/2020","420.670","420.040","421.405","419.940","16.38K","0.19%"
"12/28/2020","419.870","419.640","420.655","419.425","16.60K","0.10%"
"12/25/2020","419.470","420.390","420.430","419.075","14.19K","-0.18%"
"12/24/2020","420.220","421.440","421.440","419.550","15.76K","-0.25%"
"12/23/2020","421.270","420.590","422.255","420.590","15.36K","0.20%"
"12/22/2020","420.420","421.290","421.355","419.240","16.07K","-0.17%"
"12/21/2020","421.120","418.740","421.805","417.440","15.62K","0.37%"
"12/15/2020","419.570","419.040","420.440","418.940","16.10K","0.17%"
"12/14/2020","418.870","419.240","419.555","418.325","16.20K","-0.05%"
"12/11/2020","419.070","420.390","420.390","418.550","15.73K","-0.27%"
"12/10/2020","420.220","420.340","421.055","420.000","16.15K","0.01%"
"12/09/2020","420.170","420.390","420.630","419.500","16.76K","-0.01%"
"12/08/2020","420.220","421.690","422.090","420.025","16.11K","-0.31%"
"12/07/2020","421.520","420.640","422.140","420.640","16.09K","0.25%"
"12/04/2020","420.470","423.640","423.640","420.225","15.93K","-0.71%"
"12/03/2020","423.470","424.940","424.940","422.440","17.36K","-0.31%"
"12/02/2020","424.770","425.690","426.090","424.350","16.22K","-0.18%"
"11/30/2020","425.520","424.540","426.105","423.940","15.21K","0.27%"
"11/27/2020","424.370","423.440","424.880","423.440","15.11K","0.26%"
"11/26/2020","423.270","423.660","424.005","422.440","16.02K","-0.04%"
"11/25/2020","423.420","425.590","425.590","422.790","16.44K","-0.47%"
"11/24/2020","425.420","425.690","426.030","424.290","15.52K","-0.02%"
"11/23/2020","425.520","427.940","427.940","424.640","16.34K","-0.53%"
"11/20/2020","427.770","428.740","428.755","427.425","15.71K","-0.19%"
"11/19/2020","428.570","427.840","429.155","427.740","16.25K","0.21%"
"11/18/2020","427.670","429.090","429.390","427.450","15.64K","-0.29%"
"11/17/2020","428.920","429.640","429.780","427.940","14.85K","-0.13%"
"11/16/2020","429.470","430.040","430.255","429.125","15.73K","-0.09%"
"11/13/2020","429.870","428.940","430.840","428.940","16.61K","0.26%"
"11/12/2020","428.770","427.240","429.655","427.240","17.30K","0.40%"
"11/11/2020","427.070","427.740","428.005","426.825","16.21K","-0.38%"
"11/10/2020","428.720","431.240","431.240","428.400","16.69K","-0.55%"
"11/09/2020","431.070","432.495","432.540","430.740","16.08K","-0.29%"
"11/06/2020","432.330","432.095","433.140","431.580","15.60K","0.09%"
"11/05/2020","431.930","432.395","433.195","431.305","16.56K","-0.07%"
"11/04/2020","432.230","433.445","433.445","431.780","16.07K","-0.24%"
"11/03/2020","433.280","435.445","435.445","432.830","16.68K","-0.46%"
"11/02/2020","435.280","432.945","436.040","432.945","16.11K","0.58%"
"10/30/2020","432.780","433.095","433.465","432.180","14.42K","-0.03%"
"10/29/2020","432.930","431.640","433.515","431.640","15.73K","0.34%"
"10/28/2020","431.470","429.540","432.030","429.540","16.47K","0.49%"
"10/27/2020","429.370","429.740","430.405","429.075","16.30K","-0.05%"
"10/26/2020","429.570","427.890","430.355","427.890","16.30K","0.43%"
"10/23/2020","427.720","428.440","428.605","427.200","16.15K","-0.13%"
"10/22/2020","428.270","427.940","429.305","427.900","16.93K","0.12%"
"10/21/2020","427.770","428.590","428.680","427.525","15.61K","-0.15%"
"10/20/2020","428.420","428.140","429.330","427.950","16.34K","0.11%"
"10/19/2020","427.970","429.490","429.490","427.725","15.99K","-0.31%"
"10/16/2020","429.320","429.240","429.540","428.240","16.85K","0.06%"
"10/15/2020","429.070","429.240","429.290","428.140","13.45K","0.00%"
"10/14/2020","429.070","428.440","429.705","428.425","13.63K","0.07%"
"10/13/2020","428.770","427.940","429.530","427.940","17.35K","0.23%"
"10/12/2020","427.770","427.340","428.480","427.250","15.51K","0.14%"
"10/09/2020","427.170","428.240","428.240","427.040","15.65K","-0.21%"
"10/08/2020","428.070","429.440","429.440","427.825","16.38K","-0.28%"
"10/07/2020","429.270","429.640","429.955","428.775","15.76K","-0.05%"
"10/06/2020","429.470","431.790","431.790","429.175","16.71K","-0.50%"
"10/05/2020","431.620","433.295","433.295","430.775","16.72K","-0.35%"
"10/02/2020","433.130","429.540","433.740","429.540","16.04K","0.88%"
"10/01/2020","429.370","432.845","432.845","429.125","11.93K","-0.76%"
"09/30/2020","432.680","430.140","433.465","430.140","16.91K","0.63%"
"09/29/2020","429.970","430.640","431.845","429.740","16.01K","-0.12%"
"09/28/2020","430.470","427.590","431.255","427.590","17.25K","0.71%"
"09/25/2020","427.420","426.740","428.005","426.540","15.49K","0.20%"
"09/24/2020","426.570","425.990","427.405","425.740","17.15K","0.18%"
"09/23/2020","425.820","423.940","426.205","423.940","16.45K","0.48%"
"09/22/2020","423.770","422.840","424.530","422.840","16.04K","0.26%"
"09/21/2020","422.670","421.940","423.255","421.240","14.67K","0.21%"
"09/18/2020","421.770","423.740","423.740","420.750","13.15K","-0.52%"
"09/17/2020","423.970","424.640","424.880","423.240","15.75K","-0.12%"
"09/16/2020","424.470","426.840","426.840","424.250","16.08K","-0.52%"
"09/15/2020","426.670","427.190","427.480","426.225","15.78K","-0.08%"
"09/14/2020","427.020","427.040","428.190","426.175","16.74K","0.04%"
"09/11/2020","426.870","426.440","427.630","426.225","13.71K","0.14%"
"09/10/2020","426.270","427.440","427.605","425.840","16.33K","-0.23%"
"09/09/2020","427.270","424.790","428.340","424.790","15.34K","0.62%"
"09/08/2020","424.620","424.040","425.255","423.975","16.78K","0.18%"
"09/07/2020","423.870","420.940","424.305","420.940","15.45K","0.74%"
"09/04/2020","420.770","420.940","421.505","420.475","9.70K","0.00%"
"09/03/2020","420.770","419.090","421.405","419.090","15.74K","0.44%"
"09/02/2020","418.920","418.440","419.555","418.040","13.97K","0.16%"
"09/01/2020","418.270","420.240","420.240","418.000","14.38K","-0.43%"
"08/28/2020","420.070","419.740","420.880","419.625","14.85K","0.12%"
"08/27/2020","419.570","420.490","420.530","419.275","14.33K","-0.18%"
"08/26/2020","420.320","419.240","420.630","419.040","12.30K","0.30%"
"08/25/2020","419.070","419.730","420.000","418.230","16.45K","-0.12%"
"08/24/2020","419.570","419.880","420.380","419.730","15.85K","-0.04%"
"08/21/2020","419.720","419.530","419.880","419.230","14.82K","0.08%"
"08/20/2020","419.370","418.730","419.830","418.480","16.19K","0.19%"
"08/19/2020","418.570","418.680","419.250","418.185","14.57K","0.01%"
"08/18/2020","418.520","419.030","419.350","418.035","15.43K","-0.08%"
"08/17/2020","418.870","419.680","419.725","418.060","13.83K","-0.15%"
"08/14/2020","419.520","419.280","420.150","419.010","14.99K","0.10%"
"08/13/2020","419.120","419.330","419.950","418.760","14.07K","-0.01%"
"08/12/2020","419.170","418.380","419.975","418.380","14.29K","0.23%"
"08/11/2020","418.220","419.480","419.480","417.910","15.41K","-0.26%"
"08/10/2020","419.320","419.780","419.880","418.730","13.31K","-0.07%"
"08/07/2020","419.620","418.980","420.400","418.930","15.76K","0.19%"
"08/06/2020","418.820","418.880","419.475","417.830","15.24K","0.07%"
"08/05/2020","418.520","421.680","421.680","418.160","15.65K","-0.66%"
"08/04/2020","421.320","422.685","422.685","419.230","14.53K","-0.24%"
"08/03/2020","422.320","421.780","424.435","420.330","16.51K","0.21%"
"07/30/2020","421.420","417.830","422.100","417.730","17.64K","0.90%"
"07/29/2020","417.670","415.380","418.250","415.380","15.53K","0.59%"
"07/28/2020","415.220","413.255","415.850","413.255","15.61K","0.14%"
"07/27/2020","414.620","414.230","415.250","414.085","1.17K","0.13%"
"07/24/2020","414.070","413.680","414.780","413.680","0.04K","0.13%"
"07/23/2020","413.520","413.230","413.730","412.530","0.03K","0.11%"
"07/22/2020","413.070","413.455","413.455","411.430","0.05K","-0.05%"
"07/21/2020","413.270","415.005","415.005","413.105","0.14K","-0.37%"
"07/20/2020","414.820","413.955","415.875","413.955","0.14K","0.23%"
"07/17/2020","413.870","413.455","414.405","412.955","0.17K","0.16%"
"07/16/2020","413.220","412.955","413.405","412.555","0.14K","0.11%"
"07/15/2020","412.770","413.055","413.105","412.555","0.22K","-0.02%"
"07/14/2020","412.870","412.255","413.255","412.255","0.25K","0.19%"
"07/13/2020","412.070","412.255","412.855","411.955","0.14K","-0.33%"
"07/10/2020","413.420","411.255","413.655","411.255","0.15K","0.53%"
"07/09/2020","411.220","410.455","411.815","409.455","0.17K","0.23%"
"07/08/2020","410.270","409.755","411.015","409.255","0.31K","0.10%"
"07/07/2020","409.870","407.055","410.615","407.055","0.15K","0.74%"
"07/03/2020","406.870","406.655","407.665","405.755","0.18K","0.10%"
"07/02/2020","406.470","406.655","407.340","405.705","0.15K","0.00%"
"07/01/2020","406.470","405.255","407.065","405.255","0.13K","0.17%"
"06/30/2020","405.770","404.255","406.365","404.105","0.20K","0.32%"
"06/29/2020","404.470","402.755","405.165","402.755","0.16K","0.55%"
"06/26/2020","402.270","403.255","404.355","401.905","0.17K","-0.47%"
"06/25/2020","404.170","402.055","404.555","402.055","0.13K","0.60%"
"06/24/2020","401.770","401.255","402.390","399.255","0.19K","0.17%"
"06/23/2020","401.070","402.755","402.755","400.725","0.18K","-0.22%"
"06/22/2020","401.960","403.255","403.515","402.450","0.12K","-0.28%"
"06/19/2020","403.070","405.155","405.155","402.775","0.18K","-0.44%"
"06/18/2020","404.870","404.905","405.765","404.350","0.18K","0.04%"
"06/17/2020","404.720","404.255","405.315","404.175","0.15K","0.16%"
"06/16/2020","404.070","405.755","405.755","403.600","0.18K","-0.52%"
"06/15/2020","406.170","403.755","406.790","403.755","0.14K","0.52%"
"06/12/2020","404.070","400.755","404.555","400.755","0.17K","0.96%"
"06/11/2020","400.220","400.955","400.955","399.205","0.15K","-0.14%"
"06/10/2020","400.770","400.850","401.365","398.655","0.19K","0.02%"
"06/09/2020","400.670","397.355","400.850","397.255","0.17K","0.88%"
"06/08/2020","397.170","399.655","399.655","396.925","0.16K","-0.58%"
"06/05/2020","399.470","400.755","401.705","399.175","0.19K","-0.40%"
"06/04/2020","401.070","401.105","401.815","398.655","0.20K","0.04%"
"06/03/2020","400.920","400.755","401.155","395.255","0.24K","-0.16%"
"06/02/2020","401.570","407.255","407.255","401.250","0.20K","-1.47%"
"06/01/2020","407.570","411.355","411.355","407.350","0.23K","-1.02%"
"05/29/2020","411.770","412.355","412.590","411.350","0.20K","-0.19%"
"05/28/2020","412.570","412.755","413.290","412.400","0.22K","0.02%"
"05/27/2020","412.470","411.955","413.165","411.655","0.21K","0.02%"
"05/26/2020","412.370","413.955","414.255","412.450","0.18K","-0.48%"
"05/25/2020","414.370","415.710","415.710","414.130","0.31K","-0.13%"
"05/22/2020","414.910","412.905","416.660","412.905","0.18K","0.58%"
"05/21/2020","412.520","413.455","415.460","411.455","0.21K","-0.45%"
"05/20/2020","414.370","414.455","415.910","413.955","0.33K","0.00%"
"05/19/2020","414.370","416.910","416.910","414.755","0.20K","-0.54%"
"05/18/2020","416.630","420.960","420.960","416.675","0.20K","-0.88%"
"05/15/2020","420.310","423.560","423.560","420.375","0.29K","-0.69%"
"05/14/2020","423.230","422.660","423.695","422.525","0.20K","0.38%"
"05/13/2020","421.630","420.810","422.370","420.610","0.18K","0.29%"
"05/12/2020","420.430","420.660","421.420","416.460","0.19K","0.00%"
"05/11/2020","420.430","421.460","421.460","419.560","0.22K","-0.27%"
"05/06/2020","421.580","424.010","424.010","420.160","0.19K","-0.48%"
"05/05/2020","423.630","426.460","426.460","423.590","0.19K","-0.82%"
"05/04/2020","427.130","427.460","428.460","425.660","0.16K","0.35%"
"04/30/2020","425.630","427.960","427.960","424.130","0.21K","-0.82%"
"04/29/2020","429.130","431.410","431.410","428.725","0.22K","-0.41%"
"04/28/2020","430.880","431.625","431.860","431.170","0.15K","0.06%"
"04/27/2020","430.610","430.625","431.625","430.625","0.14K","-0.12%"
"04/24/2020","431.110","432.125","433.625","430.500","0.14K","-0.12%"
"04/23/2020","431.610","437.625","437.625","431.885","0.13K","-1.26%"
"04/22/2020","437.110","434.625","438.625","434.625","0.15K","0.46%"
"04/21/2020","435.110","429.625","435.870","428.125","0.13K","1.75%"
"04/20/2020","427.610","426.625","428.370","426.625","0.12K","0.33%"
"04/17/2020","426.210","428.625","428.625","426.335","0.12K","-0.33%"
"04/16/2020","427.610","427.375","429.375","427.375","0.14K","0.35%"
"04/15/2020","426.110","425.625","426.745","424.675","0.12K","0.16%"
"04/14/2020","425.410","427.925","427.925","425.535","0.11K","-0.36%"
"04/13/2020","426.930","430.125","430.125","427.125","0.11K","-0.67%"
"04/10/2020","429.810","430.375","432.525","429.375","0.12K","-0.07%"
"04/09/2020","430.110","435.875","435.875","430.010","0.13K","-1.26%"
"04/08/2020","435.610","436.625","437.625","434.975","0.12K","-0.21%"
"04/07/2020","436.510","439.125","439.125","436.125","0.12K","-0.48%"
"04/06/2020","438.610","443.625","443.625","438.885","0.12K","-1.24%"
"04/03/2020","444.110","448.225","448.225","443.925","0.12K","-0.70%"
"04/02/2020","447.230","449.125","449.625","447.935","0.10K","-0.31%"
"04/01/2020","448.630","448.625","449.870","447.425","0.11K","0.12%"
"03/31/2020","448.110","448.625","449.125","447.925","0.10K","0.11%"
"03/30/2020","447.630","446.025","448.870","446.025","0.11K","0.48%"
"03/27/2020","445.510","448.125","448.125","445.125","0.13K","0.16%"
"03/26/2020","444.810","447.085","447.630","445.360","0.14K","-0.40%"
"03/20/2020","446.610","457.130","457.130","445.125","0.19K","-1.98%"
"03/19/2020","455.610","444.085","466.635","444.085","0.28K","3.06%"
"03/18/2020","442.070","436.585","443.845","436.585","0.12K","1.49%"
"03/17/2020","435.570","436.085","437.095","435.835","0.12K","0.35%"
"03/16/2020","434.070","408.080","440.585","406.080","0.34K","6.97%"
"03/13/2020","405.770","401.080","406.880","401.080","0.13K","1.42%"
"03/12/2020","400.070","396.330","401.580","396.080","0.18K","1.14%"
"03/11/2020","395.570","396.080","396.480","394.330","0.09K","0.13%"
"03/10/2020","395.070","386.025","397.080","386.025","0.16K","2.36%"
"03/09/2020","385.960","386.025","386.025","386.025","","0.76%"
"03/06/2020","383.060","381.025","383.820","381.025","0.17K","0.55%"
"03/05/2020","380.960","379.825","381.570","379.825","0.19K","0.32%"
"03/04/2020","379.760","379.825","380.345","379.010","0.18K","0.08%"
"03/03/2020","379.460","381.625","381.675","379.525","0.18K","-0.56%"
"03/02/2020","381.610","382.025","382.320","380.785","0.17K","-0.09%"
"02/28/2020","381.960","380.325","382.645","380.325","0.21K","0.55%"
"02/27/2020","379.860","378.525","380.445","378.525","0.16K","0.32%"
"02/26/2020","378.660","377.670","379.245","377.520","0.17K","0.28%"
"02/25/2020","377.610","376.520","378.165","376.370","0.37K","0.31%"
"02/24/2020","376.460","376.620","377.240","375.825","0.21K","-0.03%"
"02/21/2020","376.560","376.570","377.240","375.620","0.15K","0.17%"
"02/20/2020","375.910","376.770","377.020","375.425","0.17K","-0.21%"
"02/19/2020","376.710","378.020","378.025","376.300","0.15K","-0.21%"
"02/18/2020","377.510","376.920","378.065","376.620","0.17K","0.17%"
"02/17/2020","376.860","376.520","377.120","376.320","0.14K","0.08%"
"02/14/2020","376.560","377.020","378.375","375.850","0.20K","-0.11%"
"02/13/2020","376.960","376.520","377.490","376.020","0.15K","0.09%"
"02/12/2020","376.610","377.825","377.825","375.875","0.21K","-0.06%"
"02/11/2020","376.820","378.825","378.825","377.340","0.33K","-0.46%"
"02/10/2020","378.560","379.225","379.495","378.110","0.16K","-0.05%"
"02/07/2020","378.760","378.020","379.420","377.905","0.17K","0.24%"
"02/06/2020","377.860","378.425","379.000","376.900","0.35K","-0.13%"
"02/05/2020","378.360","379.525","379.525","377.810","0.20K","-0.32%"
"02/04/2020","379.560","380.725","380.825","378.960","0.17K","-0.34%"
"02/03/2020","380.860","380.225","381.445","380.110","0.15K","0.37%"
"01/31/2020","379.460","380.025","380.245","378.760","0.15K","0.04%"
